"Team" "Date" "" "Opponent" "" "Cmp" "Att" "Pct" "Yds" "TD" "Att" "Yds" "Avg" "TD" "Plays" "Yds" "Avg" "Pass" "Rush" "Pen" "Tot" "No." "Yds" "Fum" "Int" "TO"
"703" "louisiana-tech" "2017-11-25" "" "Texas-San Antonio" "W (20-6)" 9 16 56.3 91 0 45 110 2.4 0 61 201 3.3 5 9 1 15 6 34 0 2 2
"704" "louisiana-tech" "2017-12-20" "N" "Southern Methodist*" "W (51-10)" 19 34 55.9 127 1 41 167 4.1 0 75 294 3.9 6 14 0 20 5 35 3 3 6
"705" "alabama-birmingham" "2017-09-02" "" "Alabama A&M" "W (38-7)" 13 29 44.8 138 1 33 45 1.4 0 62 183 3 5 2 2 9 6 44 0 1 1
"706" "alabama-birmingham" "2017-09-09" "@" "Ball State" "L (31-51)" 23 35 65.7 217 2 41 168 4.1 4 76 385 5.1 14 7 3 24 4 36 0 0 0
"707" "alabama-birmingham" "2017-09-16" "" "Coastal Carolina" "W (30-23)" 9 23 39.1 100 0 49 227 4.6 2 72 327 4.5 6 13 4 23 9 75 0 3 3
"708" "alabama-birmingham" "2017-09-23" "@" "North Texas" "L (43-46)" 15 29 51.7 261 3 44 287 6.5 2 73 548 7.5 11 14 3 28 4 33 2 0 2
"709" "alabama-birmingham" "2017-10-07" "" "Louisiana Tech" "W (23-22)" 17 29 58.6 209 2 34 154 4.5 1 63 363 5.8 10 9 2 21 10 95 0 0 0
"710" "alabama-birmingham" "2017-10-14" "" "Middle Tennessee State" "W (25-23)" 24 44 54.5 263 1 32 131 4.1 0 76 394 5.2 14 9 3 26 10 88 0 2 2
"711" "alabama-birmingham" "2017-10-21" "@" "UNC Charlotte" "L (24-25)" 14 28 50 154 1 49 222 4.5 2 77 376 4.9 5 7 2 14 12 135 0 2 2
"712" "alabama-birmingham" "2017-10-28" "@" "Southern Mississippi" "W (30-12)" 19 38 50 266 1 26 81 3.1 0 64 347 5.4 7 5 2 14 5 41 0 1 1
"713" "alabama-birmingham" "2017-11-04" "" "Rice" "W (52-21)" 14 24 58.3 227 1 35 236 6.7 2 59 463 7.8 9 8 0 17 6 50 1 2 3
"714" "alabama-birmingham" "2017-11-11" "@" "Texas-San Antonio" "W (24-19)" 17 37 45.9 162 1 36 137 3.8 1 73 299 4.1 9 6 3 18 5 35 2 1 3
"715" "alabama-birmingham" "2017-11-18" "@" "Florida" "L (7-36)" 15 30 50 152 2 50 257 5.1 1 80 409 5.1 11 14 0 25 6 60 0 0 0
"716" "alabama-birmingham" "2017-11-25" "" "Texas-El Paso" "W (28-7)" 8 20 40 107 1 30 101 3.4 0 50 208 4.2 3 5 2 10 7 60 0 2 2
"717" "alabama-birmingham" "2017-12-22" "N" "Ohio*" "L (6-41)" 14 22 63.6 210 2 32 249 7.8 4 54 459 8.5 9 11 4 24 6 70 0 0 0
"718" "arkansas-state" "2017-09-02" "@" "Nebraska" "L (36-43)" 19 32 59.4 238 2 38 225 5.9 2 70 463 6.6 14 10 1 25 8 75 0 0 0
"719" "arkansas-state" "2017-09-16" "" "Arkansas-Pine Bluff" "W (48-3)" 15 26 57.7 224 0 39 56 1.4 0 65 280 4.3 7 5 0 12 3 15 2 3 5
"720" "arkansas-state" "2017-09-23" "@" "Southern Methodist" "L (21-44)" 16 32 50 266 2 54 311 5.8 4 86 577 6.7 12 15 4 31 10 90 0 0 0
"721" "arkansas-state" "2017-10-04" "@" "Georgia Southern" "W (43-25)" 10 18 55.6 160 1 63 333 5.3 2 81 493 6.1 5 16 3 24 7 63 2 2 4
"722" "arkansas-state" "2017-10-14" "" "Coastal Carolina" "W (51-17)" 13 29 44.8 231 1 38 197 5.2 1 67 428 6.4 9 11 4 23 6 40 1 0 1
"723" "arkansas-state" "2017-10-19" "" "Louisiana" "W (47-3)" 15 36 41.7 179 0 41 91 2.2 0 77 270 3.5 10 6 1 17 6 74 1 1 2
"724" "arkansas-state" "2017-10-28" "@" "New Mexico State" "W (37-21)" 20 40 50 221 1 32 35 1.1 2 72 256 3.6 7 4 2 13 4 39 0 2 2
"725" "arkansas-state" "2017-11-11" "@" "South Alabama" "L (19-24)" 25 46 54.3 343 2 32 -3 -0.1 1 78 340 4.4 14 2 2 18 9 81 1 0 1
"726" "arkansas-state" "2017-11-18" "" "Texas State" "W (30-12)" 8 25 32 103 1 30 85 2.8 1 55 188 3.4 5 5 1 11 5 31 1 0 1
"727" "arkansas-state" "2017-11-25" "@" "Louisiana-Monroe" "W (67-50)" 21 37 56.8 454 4 39 136 3.5 2 76 590 7.8 15 9 3 27 8 80 1 3 4
"728" "arkansas-state" "2017-12-02" "" "Troy" "L (25-32)" 23 41 56.1 246 2 25 47 1.9 0 66 293 4.4 12 0 2 14 7 46 1 0 1
"729" "arkansas-state" "2017-12-16" "N" "Middle Tennessee State*" "L (30-35)" 19 35 54.3 232 2 29 120 4.1 2 64 352 5.5 10 5 2 17 10 87 0 3 3
"730" "idaho" "2017-08-31" "" "Sacramento State" "W (28-6)" 10 25 40 95 0 35 95 2.7 0 60 190 3.2 4 4 0 8 1 2 0 0 0
"731" "idaho" "2017-09-09" "" "Nevada-Las Vegas" "L (16-44)" 10 16 62.5 193 1 50 357 7.1 4 66 550 8.3 5 16 1 22 5 47 0 1 1
"732" "idaho" "2017-09-16" "@" "Western Michigan" "L (28-37)" 21 31 67.7 212 1 42 135 3.2 3 73 347 4.8 10 10 0 20 6 70 1 0 1
"733" "idaho" "2017-09-23" "@" "South Alabama" "W (29-23)" 11 26 42.3 106 0 48 244 5.1 2 74 350 4.7 5 10 2 17 12 109 0 1 1
"734" "idaho" "2017-10-07" "" "Louisiana" "L (16-21)" 19 28 67.9 213 1 39 84 2.2 2 67 297 4.4 12 8 2 22 6 32 0 1 1
"735" "idaho" "2017-10-14" "" "Appalachian State" "L (20-23)" 19 26 73.1 155 3 38 121 3.2 0 64 276 4.3 3 10 1 14 0 0 1 1 2
"736" "idaho" "2017-10-21" "@" "Missouri" "L (21-68)" 24 34 70.6 475 6 30 183 6.1 2 64 658 10.3 20 7 1 28 6 45 0 1 1
"737" "idaho" "2017-10-28" "" "Louisiana-Monroe" "W (31-23)" 24 37 64.9 415 3 29 98 3.4 0 66 513 7.8 20 4 1 25 1 5 1 1 2
"738" "idaho" "2017-11-02" "@" "Troy" "L (21-24)" 20 31 64.5 212 1 36 183 5.1 2 67 395 5.9 8 11 1 20 10 91 1 1 2
