"Team" "Date" "" "Opponent" "Result" "Cmp" "Att" "Pct" "Yds" "TD" "Att" "Yds" "Avg" "TD" "Plays" "Yds" "Avg" "Pass" "Rush" "Pen" "Tot" "No." "Yds" "Fum" "Int" "Tot"
"265" "western-kentucky" "2017-09-02" "" "Eastern Kentucky" "W (31-17)" 20 31 64.5 264 1 40 100 2.5 3 71 364 5.1 10 8 2 20 3 25 1 0 1
"365" "western-kentucky" "2017-09-09" "@" "Illinois" "L (7-20)" 28 43 65.1 238 0 16 6 0.4 1 59 244 4.1 8 2 4 14 11 100 1 1 2
"465" "western-kentucky" "2017-09-16" "" "Louisiana Tech" "L (22-23)" 25 35 71.4 226 0 41 141 3.4 3 76 367 4.8 13 9 1 23 3 22 0 0 0
"565" "western-kentucky" "2017-09-23" "" "Ball State" "W (33-21)" 28 44 63.6 319 1 30 52 1.7 2 74 371 5 16 5 1 22 4 35 0 2 2
"665" "western-kentucky" "2017-10-07" "@" "Texas-El Paso" "W (15-14)" 24 37 64.9 208 0 33 74 2.2 2 70 282 4 12 4 2 18 6 49 0 0 0
"765" "western-kentucky" "2017-10-14" "" "UNC Charlotte" "W (45-14)" 43 58 74.1 506 5 34 121 3.6 1 92 627 6.8 22 10 2 34 7 58 1 0 1
"865" "western-kentucky" "2017-10-20" "@" "Old Dominion" "W (35-31)" 25 35 71.4 343 5 33 73 2.2 0 68 416 6.1 15 7 1 23 5 25 1 1 2
"965" "western-kentucky" "2017-10-28" "" "Florida Atlantic" "L (28-42)" 32 56 57.1 371 2 33 99 3 2 89 470 5.3 21 8 3 32 3 35 2 2 4
"1065" "western-kentucky" "2017-11-04" "@" "Vanderbilt" "L (17-31)" 33 53 62.3 355 1 30 -6 -0.2 1 83 349 4.2 15 4 3 22 5 31 0 1 1
"1165" "western-kentucky" "2017-11-11" "@" "Marshall" "L (23-30)" 28 42 66.7 334 3 19 34 1.8 0 61 368 6 14 6 1 21 6 63 1 1 2
"1265" "western-kentucky" "2017-11-17" "" "Middle Tennessee State" "W (41-38)" 39 54 72.2 485 5 33 53 1.6 0 87 538 6.2 16 6 3 25 7 69 2 0 2
"1363" "western-kentucky" "2017-11-24" "@" "Florida International" "L (17-41)" 30 49 61.2 355 2 28 46 1.6 0 77 401 5.2 17 5 1 23 4 32 3 0 3
"1451" "western-kentucky" "2017-12-16" "N" "Georgia State*" "L (17-27)" 26 40 65 351 2 21 -2 -0.1 0 61 349 5.7 14 3 0 17 10 89 1 2 3
"266" "utah-state" "2017-09-01" "@" "Wisconsin" "L (10-59)" 25 41 61 219 0 27 85 3.1 1 68 304 4.5 11 3 2 16 9 93 1 3 4
"366" "utah-state" "2017-09-07" "" "Idaho State" "W (51-13)" 27 32 84.4 341 2 49 255 5.2 3 81 596 7.4 17 12 1 30 9 48 1 1 2
"466" "utah-state" "2017-09-16" "@" "Wake Forest" "L (10-46)" 15 37 40.5 225 1 31 42 1.4 0 68 267 3.9 7 4 0 11 4 39 0 1 1
"566" "utah-state" "2017-09-23" "@" "San Jose State" "W (61-10)" 28 41 68.3 271 3 57 318 5.6 3 98 589 6 16 12 1 29 7 60 1 2 3
"666" "utah-state" "2017-09-29" "" "Brigham Young" "W (40-24)" 16 30 53.3 176 2 44 112 2.5 1 74 288 3.9 6 7 1 14 4 38 0 1 1
"766" "utah-state" "2017-10-07" "" "Colorado State" "L (14-27)" 18 34 52.9 149 1 29 63 2.2 0 63 212 3.4 5 5 3 14 7 73 0 0 0
"866" "utah-state" "2017-10-14" "" "Wyoming" "L (23-28)" 20 39 51.3 232 1 37 131 3.5 1 76 363 4.8 12 9 2 23 4 50 2 3 5
"966" "utah-state" "2017-10-21" "@" "Nevada-Las Vegas" "W (52-28)" 20 29 69 323 2 47 265 5.6 5 76 588 7.7 10 15 0 25 6 55 2 0 2
"1066" "utah-state" "2017-10-28" "" "Boise State" "L (14-41)" 18 34 52.9 186 1 27 93 3.4 1 61 279 4.6 7 4 2 13 7 72 0 0 0
"1166" "utah-state" "2017-11-04" "@" "New Mexico" "W (24-10)" 13 24 54.2 114 0 24 129 5.4 2 48 243 5.1 7 4 1 12 5 50 1 1 2
"1266" "utah-state" "2017-11-18" "" "Hawaii" "W (38-0)" 12 20 60 164 2 39 311 8 3 59 475 8.1 8 12 0 20 2 10 0 1 1
"1364" "utah-state" "2017-11-25" "@" "Air Force" "L (35-38)" 17 30 56.7 284 2 29 237 8.2 3 59 521 8.8 13 6 0 19 8 67 1 0 1
"1452" "utah-state" "2017-12-29" "N" "New Mexico State*" "L (20-26)" 25 44 56.8 254 0 45 187 4.2 1 89 441 5 12 8 2 22 8 73 2 0 2
"267" "oklahoma" "2017-09-02" "" "Texas-El Paso" "W (56-7)" 32 36 88.9 496 4 38 180 4.7 4 74 676 9.1 23 14 1 35 5 60 0 0 0
"367" "oklahoma" "2017-09-09" "@" "Ohio State" "W (31-16)" 27 35 77.1 386 3 37 104 2.8 1 72 490 6.8 17 6 4 27 3 26 2 0 2
"467" "oklahoma" "2017-09-16" "" "Tulane" "W (56-14)" 20 30 66.7 434 5 32 197 6.2 2 62 631 10.2 15 8 1 24 4 37 2 0 2
"567" "oklahoma" "2017-09-23" "@" "Baylor" "W (49-41)" 13 19 68.4 283 3 40 342 8.6 4 59 625 10.6 8 12 0 20 10 105 1 0 1
"667" "oklahoma" "2017-10-07" "" "Iowa State" "L (31-38)" 25 34 73.5 323 2 35 190 5.4 2 69 513 7.4 18 10 0 28 6 59 1 0 1
"767" "oklahoma" "2017-10-14" "N" "Texas" "W (29-24)" 18 28 64.3 344 2 39 174 4.5 1 67 518 7.7 8 12 0 20 8 81 0 1 1
"867" "oklahoma" "2017-10-21" "@" "Kansas State" "W (42-35)" 32 41 78 410 2 38 209 5.5 3 79 619 7.8 18 10 0 28 5 37 1 1 2
"967" "oklahoma" "2017-10-28" "" "Texas Tech" "W (49-27)" 22 34 64.7 281 4 47 336 7.1 3 81 617 7.6 15 14 2 31 7 94 0 1 1
"1067" "oklahoma" "2017-11-04" "@" "Oklahoma State" "W (62-52)" 24 36 66.7 598 5 40 187 4.7 3 76 785 10.3 19 10 1 30 9 81 0 2 2
"1167" "oklahoma" "2017-11-11" "" "Texas Christian" "W (38-20)" 18 27 66.7 333 3 41 200 4.9 2 68 533 7.8 12 8 1 21 4 29 0 0 0
"1267" "oklahoma" "2017-11-18" "@" "Kansas" "W (41-3)" 23 35 65.7 312 3 36 157 4.4 2 71 469 6.6 15 6 3 24 8 63 0 0 0
"1365" "oklahoma" "2017-11-25" "" "West Virginia" "W (59-31)" 16 19 84.2 333 4 35 313 8.9 4 54 646 12 13 12 2 27 9 102 0 0 0
"1453" "oklahoma" "2017-12-02" "N" "Texas Christian" "W (41-17)" 15 23 65.2 243 4 43 218 5.1 0 66 461 7 10 10 2 22 3 30 0 0 0
"1513" "oklahoma" "2018-01-01" "N" "Georgia*" "L (48-54)" 24 36 66.7 289 3 45 242 5.4 2 81 531 6.6 11 11 2 24 1 5 0 1 1
"268" "florida" "2017-09-02" "N" "Michigan" "L (17-33)" 14 26 53.8 181 0 27 11 0.4 0 53 192 3.6 6 2 1 9 5 45 3 0 3
"368" "florida" "2017-09-16" "" "Tennessee" "W (26-20)" 18 28 64.3 212 2 29 168 5.8 0 57 380 6.7 8 6 0 14 8 38 2 1 3
"468" "florida" "2017-09-23" "@" "Kentucky" "W (28-27)" 17 27 63 209 2 36 186 5.2 2 63 395 6.3 10 9 1 20 8 72 0 1 1
"568" "florida" "2017-09-30" "" "Vanderbilt" "W (38-24)" 17 26 65.4 249 0 51 218 4.3 5 77 467 6.1 9 11 3 23 9 64 0 0 0
"668" "florida" "2017-10-07" "" "Louisiana State" "L (16-17)" 10 16 62.5 108 0 38 194 5.1 2 54 302 5.6 6 8 2 16 6 48 0 0 0
"768" "florida" "2017-10-14" "" "Texas A&M" "L (17-19)" 18 27 66.7 135 1 41 236 5.8 1 68 371 5.5 6 11 0 17 6 44 0 2 2
"868" "florida" "2017-10-28" "N" "Georgia" "L (7-42)" 10 25 40 66 0 41 183 4.5 1 66 249 3.8 6 9 0 15 14 85 1 1 2
"968" "florida" "2017-11-04" "@" "Missouri" "L (16-45)" 20 29 69 256 1 31 93 3 0 60 349 5.8 12 3 2 17 11 84 1 1 2
"1068" "florida" "2017-11-11" "@" "South Carolina" "L (20-28)" 17 39 43.6 223 0 22 78 3.5 2 61 301 4.9 8 3 1 12 10 56 2 1 3
"1168" "florida" "2017-11-18" "" "Alabama-Birmingham" "W (36-7)" 15 30 50 152 2 50 257 5.1 1 80 409 5.1 11 14 0 25 6 60 0 0 0
"1268" "florida" "2017-11-25" "" "Florida State" "L (22-38)" 18 39 46.2 184 2 34 96 2.8 1 73 280 3.8 10 7 0 17 4 50 1 3 4
"269" "louisville" "2017-09-02" "N" "Purdue" "W (35-28)" 30 46 65.2 378 2 33 146 4.4 1 79 524 6.6 16 8 3 27 16 110 3 0 3
"369" "louisville" "2017-09-09" "@" "North Carolina" "W (47-35)" 25 39 64.1 393 3 44 312 7.1 3 83 705 8.5 18 15 2 35 6 61 0 0 0
"469" "louisville" "2017-09-16" "" "Clemson" "L (21-47)" 21 42 50 317 3 27 116 4.3 0 69 433 6.3 13 7 1 21 4 35 0 1 1
"569" "louisville" "2017-09-23" "" "Kent State" "W (42-3)" 23 30 76.7 374 2 27 165 6.1 3 57 539 9.5 12 9 2 23 4 30 2 2 4
"669" "louisville" "2017-09-30" "" "Murray State" "W (55-10)" 32 45 71.1 364 4 46 312 6.8 3 91 676 7.4 18 16 4 38 7 69 2 0 2
"769" "louisville" "2017-10-05" "@" "North Carolina State" "L (25-39)" 26 48 54.2 354 1 29 116 4 2 77 470 6.1 12 12 1 25 10 69 0 1 1
"869" "louisville" "2017-10-14" "" "Boston College" "L (42-45)" 19 39 48.7 332 2 36 293 8.1 4 75 625 8.3 12 13 0 25 4 30 1 1 2
"969" "louisville" "2017-10-21" "@" "Florida State" "W (31-28)" 13 21 61.9 156 1 44 293 6.7 3 65 449 6.9 7 14 1 22 2 13 1 0 1
"1069" "louisville" "2017-10-28" "@" "Wake Forest" "L (32-42)" 28 46 60.9 332 1 42 191 4.5 3 88 523 5.9 19 10 1 30 0 0 0 1 1
"1169" "louisville" "2017-11-11" "" "Virginia" "W (38-21)" 15 26 57.7 195 3 43 298 6.9 2 69 493 7.1 9 15 3 27 6 65 2 0 2
"1269" "louisville" "2017-11-18" "" "Syracuse" "W (56-10)" 17 30 56.7 316 3 42 411 9.8 5 72 727 10.1 12 15 0 27 11 85 0 0 0
"1366" "louisville" "2017-11-25" "@" "Kentucky" "W (44-17)" 15 21 71.4 216 2 43 346 8 3 64 562 8.8 11 16 5 32 6 55 0 0 0
"1454" "louisville" "2017-12-30" "N" "Mississippi State*" "L (27-31)" 13 31 41.9 171 2 39 187 4.8 1 70 358 5.1 9 7 4 20 6 42 0 4 4
"270" "central-michigan" "2017-08-31" "" "Rhode Island" "W (30-27)" 28 54 51.9 253 1 50 246 4.9 2 104 499 4.8 11 10 3 24 9 87 3 1 4
"370" "central-michigan" "2017-09-09" "@" "Kansas" "W (45-27)" 28 37 75.7 467 5 35 123 3.5 1 72 590 8.2 16 7 3 26 9 80 1 0 1
"470" "central-michigan" "2017-09-16" "@" "Syracuse" "L (17-41)" 23 46 50 277 2 34 105 3.1 0 80 382 4.8 11 7 4 22 5 38 1 2 3
"570" "central-michigan" "2017-09-23" "" "Miami (OH)" "L (14-31)" 20 39 51.3 228 1 38 117 3.1 1 77 345 4.5 10 6 3 19 6 80 0 2 2
"670" "central-michigan" "2017-09-30" "@" "Boston College" "L (8-28)" 22 43 51.2 180 0 33 116 3.5 1 76 296 3.9 10 7 1 18 6 53 0 3 3
"770" "central-michigan" "2017-10-07" "@" "Ohio" "W (26-23)" 25 35 71.4 249 2 30 69 2.3 1 65 318 4.9 12 3 3 18 8 78 0 1 1
"870" "central-michigan" "2017-10-14" "" "Toledo" "L (10-30)" 17 38 44.7 182 1 21 62 3 0 59 244 4.1 9 3 0 12 2 18 0 2 2
"970" "central-michigan" "2017-10-21" "@" "Ball State" "W (56-9)" 16 23 69.6 199 4 45 256 5.7 3 68 455 6.7 5 14 3 22 4 50 1 0 1
"1070" "central-michigan" "2017-11-01" "@" "Western Michigan" "W (35-28)" 12 31 38.7 243 2 32 175 5.5 3 63 418 6.6 7 6 2 15 6 57 2 0 2
"1170" "central-michigan" "2017-11-08" "" "Eastern Michigan" "W (42-30)" 11 18 61.1 155 3 42 177 4.2 2 60 332 5.5 5 7 0 12 5 55 1 0 1
"1270" "central-michigan" "2017-11-14" "@" "Kent State" "W (42-23)" 15 23 65.2 298 2 30 152 5.1 3 53 450 8.5 10 4 2 16 7 60 1 1 2
"1367" "central-michigan" "2017-11-24" "" "Northern Illinois" "W (31-24)" 20 39 51.3 247 3 33 139 4.2 1 72 386 5.4 10 4 2 16 9 87 0 1 1
"1455" "central-michigan" "2017-12-22" "N" "Wyoming*" "L (14-37)" 26 43 60.5 346 1 27 18 0.7 1 70 364 5.2 12 3 3 18 7 61 4 4 8
"271" "colorado-state" "2017-08-26" "" "Oregon State" "W (58-27)" 26 39 66.7 334 3 43 191 4.4 3 82 525 6.4 14 16 1 31 8 40 1 1 2
"371" "colorado-state" "2017-09-01" "N" "Colorado" "L (3-17)" 24 47 51.1 309 0 33 88 2.7 0 80 397 5 15 7 1 23 10 120 1 2 3
"471" "colorado-state" "2017-09-09" "" "Abilene Christian" "W (38-10)" 25 40 62.5 342 3 38 273 7.2 2 78 615 7.9 15 12 3 30 8 88 1 1 2
"571" "colorado-state" "2017-09-16" "@" "Alabama" "L (23-41)" 21 38 55.3 247 2 40 144 3.6 1 78 391 5 11 8 3 22 3 14 0 2 2
"671" "colorado-state" "2017-09-30" "@" "Hawaii" "W (51-21)" 18 22 81.8 351 4 37 259 7 3 59 610 10.3 13 11 1 25 3 25 0 0 0
"771" "colorado-state" "2017-10-07" "@" "Utah State" "W (27-14)" 22 31 71 293 2 52 216 4.2 1 83 509 6.1 16 10 3 29 8 85 0 0 0
"871" "colorado-state" "2017-10-14" "" "Nevada" "W (44-42)" 26 37 70.3 384 4 34 224 6.6 2 71 608 8.6 15 8 0 23 11 98 1 0 1
"971" "colorado-state" "2017-10-20" "@" "New Mexico" "W (27-24)" 17 33 51.5 231 2 35 180 5.1 1 68 411 6 13 8 2 23 8 88 0 0 0
"1071" "colorado-state" "2017-10-28" "" "Air Force" "L (28-45)" 17 31 54.8 269 2 23 166 7.2 2 54 435 8.1 13 7 2 22 4 40 0 3 3
"1171" "colorado-state" "2017-11-04" "@" "Wyoming" "L (13-16)" 8 14 57.1 110 0 55 235 4.3 1 69 345 5 5 13 0 18 7 55 0 0 0
"1271" "colorado-state" "2017-11-11" "" "Boise State" "L (52-59)" 29 43 67.4 309 2 52 261 5 5 95 570 6 15 16 2 33 2 19 1 1 2
"1368" "colorado-state" "2017-11-18" "" "San Jose State" "W (42-14)" 26 32 81.3 305 3 45 301 6.7 3 77 606 7.9 14 12 0 26 6 54 1 0 1
"1456" "colorado-state" "2017-12-16" "N" "Marshall*" "L (28-31)" 25 52 48.1 320 2 31 70 2.3 2 83 390 4.7 15 6 5 26 3 15 0 0 0
"272" "akron" "2017-09-02" "@" "Penn State" "L (0-52)" 14 29 48.3 86 0 34 73 2.1 0 63 159 2.5 7 4 1 12 9 84 0 1 1
"372" "akron" "2017-09-09" "" "Arkansas-Pine Bluff" "W (52-3)" 17 26 65.4 197 1 44 267 6.1 5 70 464 6.6 9 15 3 27 11 130 0 0 0
"472" "akron" "2017-09-16" "" "Iowa State" "L (14-41)" 27 44 61.4 293 2 24 38 1.6 0 68 331 4.9 13 4 2 19 7 79 1 2 3
"572" "akron" "2017-09-23" "@" "Troy" "L (17-22)" 20 40 50 268 1 35 99 2.8 1 75 367 4.9 12 7 4 23 12 100 1 2 3
"672" "akron" "2017-09-30" "@" "Bowling Green State" "W (34-23)" 14 25 56 183 2 40 178 4.5 2 65 361 5.6 7 10 2 19 1 5 2 1 3
"772" "akron" "2017-10-07" "" "Ball State" "W (31-3)" 18 31 58.1 249 2 31 134 4.3 1 62 383 6.2 13 6 0 19 2 15 0 0 0
"872" "akron" "2017-10-15" "@" "Western Michigan" "W (14-13)" 13 24 54.2 127 1 31 88 2.8 1 55 215 3.9 8 3 3 14 9 93 0 1 1
"972" "akron" "2017-10-21" "@" "Toledo" "L (21-48)" 23 40 57.5 291 3 24 42 1.8 0 64 333 5.2 16 2 5 23 0 0 1 1 2
"1072" "akron" "2017-10-28" "" "Buffalo" "W (21-20)" 21 29 72.4 286 3 25 81 3.2 0 54 367 6.8 12 7 0 19 4 49 0 1 1
"1172" "akron" "2017-11-07" "@" "Miami (OH)" "L (14-24)" 19 38 50 218 1 30 55 1.8 1 68 273 4 10 6 2 18 5 57 0 0 0
"1272" "akron" "2017-11-14" "" "Ohio" "W (37-34)" 22 38 57.9 322 4 32 121 3.8 1 70 443 6.3 11 7 0 18 16 167 0 0 0
"1369" "akron" "2017-11-21" "" "Kent State" "W (24-14)" 6 20 30 69 1 39 122 3.1 1 59 191 3.2 4 8 3 15 5 20 0 1 1
"1457" "akron" "2017-12-02" "N" "Toledo" "L (28-45)" 18 42 42.9 283 3 33 113 3.4 1 75 396 5.3 12 6 2 20 3 25 1 1 2
"1514" "akron" "2017-12-19" "@" "Florida Atlantic*" "L (3-50)" 10 21 47.6 77 0 37 69 1.9 0 58 146 2.5 3 5 4 12 4 49 0 0 0
"273" "colorado" "2017-09-01" "N" "Colorado State" "W (17-3)" 21 29 72.4 202 1 36 145 4 1 65 347 5.3 9 7 3 19 7 59 0 2 2
"373" "colorado" "2017-09-09" "" "Texas State" "W (37-3)" 23 36 63.9 339 1 39 94 2.4 2 75 433 5.8 14 6 1 21 5 35 0 0 0
"473" "colorado" "2017-09-16" "" "Northern Colorado" "W (41-21)" 29 41 70.7 357 4 39 212 5.4 1 80 569 7.1 16 12 2 30 14 114 2 1 3
"573" "colorado" "2017-09-23" "" "Washington" "L (10-37)" 22 30 73.3 191 0 42 131 3.1 1 72 322 4.5 9 11 0 20 3 35 0 3 3
"673" "colorado" "2017-09-30" "@" "UCLA" "L (23-27)" 17 38 44.7 243 1 38 191 5 1 76 434 5.7 10 9 5 24 6 53 0 0 0
"773" "colorado" "2017-10-07" "" "Arizona" "L (42-45)" 19 32 59.4 251 3 58 300 5.2 3 90 551 6.1 11 18 0 29 12 110 0 0 0
"873" "colorado" "2017-10-14" "@" "Oregon State" "W (36-33)" 15 25 60 179 3 41 206 5 2 66 385 5.8 9 13 3 25 3 14 0 0 0
"973" "colorado" "2017-10-21" "@" "Washington State" "L (0-28)" 13 34 38.2 94 0 40 80 2 0 74 174 2.4 3 8 2 13 5 45 1 0 1
"1073" "colorado" "2017-10-28" "" "California" "W (44-28)" 21 27 77.8 353 3 53 200 3.8 1 80 553 6.9 10 16 1 27 7 58 1 0 1
"1173" "colorado" "2017-11-04" "@" "Arizona State" "L (30-41)" 23 41 56.1 345 1 39 109 2.8 2 80 454 5.7 15 8 0 23 3 25 0 1 1
"1273" "colorado" "2017-11-11" "" "Southern California" "L (24-38)" 27 49 55.1 376 2 34 110 3.2 1 83 486 5.9 15 7 1 23 4 45 0 2 2
"1370" "colorado" "2017-11-25" "@" "Utah" "L (13-34)" 14 28 50 195 0 35 124 3.5 2 63 319 5.1 7 9 1 17 6 75 1 0 1
"274" "kentucky" "2017-09-02" "@" "Southern Mississippi" "W (24-17)" 11 20 55 176 1 35 78 2.2 1 55 254 4.6 5 5 2 12 8 60 1 0 1
"374" "kentucky" "2017-09-09" "" "Eastern Kentucky" "W (27-16)" 16 24 66.7 229 1 39 207 5.3 2 63 436 6.9 10 9 3 22 6 60 0 0 0
"474" "kentucky" "2017-09-16" "@" "South Carolina" "W (23-13)" 16 26 61.5 169 0 47 184 3.9 2 73 353 4.8 11 7 2 20 4 10 1 1 2
"574" "kentucky" "2017-09-23" "" "Florida" "L (27-28)" 18 27 66.7 220 3 32 120 3.8 0 59 340 5.8 11 7 3 21 7 55 0 0 0
"674" "kentucky" "2017-09-30" "" "Eastern Michigan" "W (24-20)" 18 27 66.7 175 2 37 53 1.4 1 64 228 3.6 9 4 3 16 5 40 1 0 1
"774" "kentucky" "2017-10-07" "" "Missouri" "W (40-34)" 22 37 59.5 298 2 39 188 4.8 2 76 486 6.4 14 7 1 22 6 34 0 1 1
"874" "kentucky" "2017-10-21" "@" "Mississippi State" "L (7-45)" 14 30 46.7 145 0 29 115 4 1 59 260 4.4 8 5 1 14 4 41 0 2 2
"974" "kentucky" "2017-10-28" "" "Tennessee" "W (29-26)" 7 16 43.8 82 0 36 289 8 4 52 371 7.1 3 13 1 17 4 44 4 0 4
"1074" "kentucky" "2017-11-04" "" "Mississippi" "L (34-37)" 20 25 80 236 1 45 219 4.9 3 70 455 6.5 10 12 1 23 4 40 0 0 0
"1174" "kentucky" "2017-11-11" "@" "Vanderbilt" "W (44-21)" 13 17 76.5 195 0 47 232 4.9 5 64 427 6.7 8 10 3 21 9 61 1 0 1
"1274" "kentucky" "2017-11-18" "@" "Georgia" "L (13-42)" 12 23 52.2 138 0 37 124 3.4 1 60 262 4.4 5 10 2 17 2 30 0 1 1
"1371" "kentucky" "2017-11-25" "" "Louisville" "L (17-44)" 8 19 42.1 110 0 43 228 5.3 2 62 338 5.5 6 13 1 20 7 86 0 0 0
"1458" "kentucky" "2017-12-29" "N" "Northwestern*" "L (23-24)" 21 39 53.8 273 0 22 65 3 3 61 338 5.5 12 3 2 17 5 65 0 2 2
"275" "rutgers" "2017-09-01" "" "Washington" "L (14-30)" 24 35 68.6 178 2 42 131 3.1 0 77 309 4 9 9 1 19 4 25 0 2 2
"375" "rutgers" "2017-09-09" "" "Eastern Michigan" "L (13-16)" 17 38 44.7 198 0 30 128 4.3 1 68 326 4.8 7 5 3 15 9 88 0 2 2
"475" "rutgers" "2017-09-16" "" "Morgan State" "W (65-0)" 13 19 68.4 152 2 54 326 6 7 73 478 6.5 6 15 4 25 8 60 1 0 1
"575" "rutgers" "2017-09-23" "@" "Nebraska" "L (17-27)" 15 29 51.7 126 0 24 68 2.8 1 53 194 3.7 7 4 1 12 4 35 0 2 2
"675" "rutgers" "2017-09-30" "" "Ohio State" "L (0-56)" 11 27 40.7 92 0 41 117 2.9 0 68 209 3.1 7 4 2 13 10 80 0 2 2
"775" "rutgers" "2017-10-14" "@" "Illinois" "W (35-24)" 6 12 50 102 0 47 274 5.8 5 59 376 6.4 4 10 3 17 8 75 3 0 3
"875" "rutgers" "2017-10-21" "" "Purdue" "W (14-12)" 9 18 50 87 1 37 130 3.5 1 55 217 3.9 3 5 0 8 4 35 0 0 0
"975" "rutgers" "2017-10-28" "@" "Michigan" "L (14-35)" 8 16 50 101 0 31 94 3 2 47 195 4.1 4 4 1 9 3 20 0 0 0
"1075" "rutgers" "2017-11-04" "N" "Maryland" "W (31-24)" 8 18 44.4 107 1 46 239 5.2 2 64 346 5.4 4 16 1 21 6 49 1 1 2
"1175" "rutgers" "2017-11-11" "@" "Penn State" "L (6-35)" 7 20 35 43 0 40 175 4.4 0 60 218 3.6 2 8 0 10 4 41 1 0 1
"1275" "rutgers" "2017-11-18" "@" "Indiana" "L (0-41)" 11 24 45.8 103 0 33 87 2.6 0 57 190 3.3 4 6 1 11 6 49 2 0 2
"1372" "rutgers" "2017-11-25" "" "Michigan State" "L (7-40)" 6 19 31.6 98 1 12 14 1.2 0 31 112 3.6 2 1 2 5 5 44 1 2 3
"276" "wake-forest" "2017-08-31" "" "Presbyterian" "W (51-7)" 20 27 74.1 239 5 45 248 5.5 2 72 487 6.8 10 16 2 28 4 25 0 1 1
"376" "wake-forest" "2017-09-09" "@" "Boston College" "W (34-10)" 13 19 68.4 151 1 52 158 3 2 71 309 4.4 7 8 0 15 5 40 0 0 0
"476" "wake-forest" "2017-09-16" "" "Utah State" "W (46-10)" 16 27 59.3 297 2 59 291 4.9 3 86 588 6.8 11 13 2 26 8 62 0 0 0
"576" "wake-forest" "2017-09-23" "@" "Appalachian State" "W (20-19)" 14 27 51.9 176 2 40 168 4.2 0 67 344 5.1 9 7 2 18 8 66 0 0 0
"676" "wake-forest" "2017-09-30" "" "Florida State" "L (19-26)" 24 35 68.6 271 0 34 96 2.8 2 69 367 5.3 13 4 0 17 7 59 1 1 2
"776" "wake-forest" "2017-10-07" "@" "Clemson" "L (14-28)" 14 30 46.7 203 2 35 133 3.8 0 65 336 5.2 8 7 1 16 4 25 0 0 0
"876" "wake-forest" "2017-10-21" "@" "Georgia Tech" "L (24-38)" 17 30 56.7 252 2 31 110 3.5 1 61 362 5.9 12 6 2 20 4 40 0 1 1
"976" "wake-forest" "2017-10-28" "" "Louisville" "W (42-32)" 28 34 82.4 461 5 39 164 4.2 1 73 625 8.6 16 10 0 26 6 55 1 0 1
"1076" "wake-forest" "2017-11-04" "@" "Notre Dame" "L (37-48)" 30 48 62.5 348 2 40 239 6 3 88 587 6.7 20 13 1 34 3 15 0 1 1
"1176" "wake-forest" "2017-11-11" "@" "Syracuse" "W (64-43)" 25 38 65.8 363 3 51 371 7.3 5 89 734 8.2 14 18 1 33 10 62 1 0 1
"1276" "wake-forest" "2017-11-18" "" "North Carolina State" "W (30-24)" 19 28 67.9 247 3 28 87 3.1 1 56 334 6 10 7 1 18 4 40 0 1 1
"1373" "wake-forest" "2017-11-25" "" "Duke" "L (23-31)" 16 34 47.1 191 2 35 145 4.1 0 69 336 4.9 6 6 2 14 2 10 1 2 3
"1459" "wake-forest" "2017-12-29" "N" "Texas A&M*" "W (55-52)" 32 49 65.3 400 4 46 248 5.4 2 95 648 6.8 18 10 3 31 4 45 2 0 2
"277" "california" "2017-09-02" "@" "North Carolina" "W (35-30)" 24 38 63.2 363 4 35 106 3 1 73 469 6.4 13 6 1 20 9 57 0 2 2
"377" "california" "2017-09-09" "" "Weber State" "W (33-20)" 20 28 71.4 200 0 34 231 6.8 4 62 431 7 8 9 2 19 6 34 1 0 1
"477" "california" "2017-09-16" "" "Mississippi" "W (27-16)" 24 48 50 236 1 40 163 4.1 1 88 399 4.5 13 8 4 25 7 90 0 2 2
"577" "california" "2017-09-23" "" "Southern California" "L (20-30)" 22 52 42.3 303 1 33 113 3.4 1 85 416 4.9 10 9 2 21 6 44 2 4 6
"677" "california" "2017-09-30" "@" "Oregon" "L (24-45)" 23 43 53.5 255 3 29 8 0.3 0 72 263 3.7 10 3 4 17 4 37 2 0 2
"777" "california" "2017-10-07" "@" "Washington" "L (7-38)" 16 26 61.5 133 0 26 -40 -1.5 0 52 93 1.8 5 3 1 9 4 31 1 0 1
"877" "california" "2017-10-13" "" "Washington State" "W (37-3)" 21 38 55.3 259 1 32 106 3.3 2 70 365 5.2 12 7 1 18 8 75 0 0 0
"977" "california" "2017-10-21" "" "Arizona" "L (44-45)" 29 49 59.2 301 2 47 172 3.7 4 96 473 4.9 17 9 5 31 7 58 0 2 2
"1077" "california" "2017-10-28" "@" "Colorado" "L (28-44)" 30 53 56.6 374 4 25 61 2.4 0 78 435 5.6 16 8 2 26 4 35 0 1 1
"1177" "california" "2017-11-04" "" "Oregon State" "W (37-23)" 24 31 77.4 259 2 45 216 4.8 2 76 475 6.3 15 14 5 34 7 68 1 0 1
"1277" "california" "2017-11-18" "@" "Stanford" "L (14-17)" 20 29 69 182 0 28 155 5.5 1 57 337 5.9 9 10 0 19 5 45 0 1 1
"1374" "california" "2017-11-24" "@" "UCLA" "L (27-30)" 25 41 61 242 1 42 216 5.1 1 83 458 5.5 11 12 3 26 11 84 1 0 1
